system_variant,system_family,slab_depth,beam_depth,screed_depth,steel_depth,swt,sdl,ll,max_span,concrete_volume,steel_volume,timber_volume,material_concrete_id,material_pt_id,material_steel_id,material_timber_id,ebc_mm,beam_ref,source
comflor60_normal_weight_35,comflor60_normal_weight,0.15,0.06,,0.0012,3.75,0.0012,7.5,3.66,0.15625,0.075,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD150 A193 G1.2,
comflor60_normal_weight_36,comflor60_normal_weight,0.15,0.06,,0.0012,3.75,0.0012,10,3.65,0.15625,0.075,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD150 A193 G1.2,
comflor60_normal_weight_37,comflor60_normal_weight,0.16,0.06,,0.0009,4,0.0009,5,3.16,0.16666667,0.08,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD160 A252 G0.9,
comflor60_normal_weight_38,comflor60_normal_weight,0.16,0.06,,0.0009,4,0.0009,7.5,3.16,0.16666667,0.08,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD160 A252 G0.9,
comflor60_normal_weight_39,comflor60_normal_weight,0.16,0.06,,0.0009,4,0.0009,10,3.16,0.16666667,0.08,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD160 A252 G0.9,
comflor60_normal_weight_40,comflor60_normal_weight,0.16,0.06,,0.001,4,0.001,5,3.34,0.16666667,0.08,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD160 A252 G1.0,
comflor60_normal_weight_41,comflor60_normal_weight,0.16,0.06,,0.001,4,0.001,7.5,3.34,0.16666667,0.08,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD160 A252 G1.0,
comflor60_normal_weight_42,comflor60_normal_weight,0.16,0.06,,0.001,4,0.001,10,3.34,0.16666667,0.08,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD160 A252 G1.0,
comflor60_normal_weight_43,comflor60_normal_weight,0.16,0.06,,0.0012,4,0.0012,5,3.58,0.16666667,0.08,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD160 A252 G1.2,
comflor60_normal_weight_44,comflor60_normal_weight,0.16,0.06,,0.0012,4,0.0012,7.5,3.58,0.16666667,0.08,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD160 A252 G1.2,
comflor60_normal_weight_45,comflor60_normal_weight,0.16,0.06,,0.0012,4,0.0012,10,3.57,0.16666667,0.08,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD160 A252 G1.2,
comflor60_normal_weight_46,comflor60_normal_weight,0.17,0.06,,0.0009,4.25,0.0009,5,3.09,0.17708333,0.085,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD170 A252 G0.9,
comflor60_normal_weight_47,comflor60_normal_weight,0.17,0.06,,0.0009,4.25,0.0009,7.5,3.09,0.17708333,0.085,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD170 A252 G0.9,
comflor60_normal_weight_48,comflor60_normal_weight,0.17,0.06,,0.0009,4.25,0.0009,10,3.09,0.17708333,0.085,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD170 A252 G0.9,
comflor60_normal_weight_49,comflor60_normal_weight,0.17,0.06,,0.001,4.25,0.001,5,3.27,0.17708333,0.085,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD170 A252 G1.0,
comflor60_normal_weight_50,comflor60_normal_weight,0.17,0.06,,0.001,4.25,0.001,7.5,3.27,0.17708333,0.085,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD170 A252 G1.0,
comflor60_normal_weight_51,comflor60_normal_weight,0.17,0.06,,0.001,4.25,0.001,10,3.27,0.17708333,0.085,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD170 A252 G1.0,
comflor60_normal_weight_52,comflor60_normal_weight,0.17,0.06,,0.0012,4.25,0.0012,5,3.51,0.17708333,0.085,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD170 A252 G1.2,
comflor60_normal_weight_53,comflor60_normal_weight,0.17,0.06,,0.0012,4.25,0.0012,7.5,3.51,0.17708333,0.085,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD170 A252 G1.2,
comflor60_normal_weight_54,comflor60_normal_weight,0.17,0.06,,0.0012,4.25,0.0012,10,3.51,0.17708333,0.085,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD170 A252 G1.2,
comflor60_normal_weight_55,comflor60_normal_weight,0.18,0.06,,0.0009,4.5,0.0009,5,3.03,0.1875,0.09,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD180 A252 G0.9,
comflor60_normal_weight_56,comflor60_normal_weight,0.18,0.06,,0.0009,4.5,0.0009,7.5,3.03,0.1875,0.09,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD180 A252 G0.9,
comflor60_normal_weight_57,comflor60_normal_weight,0.18,0.06,,0.0009,4.5,0.0009,10,3.03,0.1875,0.09,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD180 A252 G0.9,
comflor60_normal_weight_58,comflor60_normal_weight,0.18,0.06,,0.001,4.5,0.001,5,3.21,0.1875,0.09,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD180 A252 G1.0,
comflor60_normal_weight_59,comflor60_normal_weight,0.18,0.06,,0.001,4.5,0.001,7.5,3.21,0.1875,0.09,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD180 A252 G1.0,
comflor60_normal_weight_60,comflor60_normal_weight,0.18,0.06,,0.001,4.5,0.001,10,3.21,0.1875,0.09,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD180 A252 G1.0,
comflor60_normal_weight_61,comflor60_normal_weight,0.18,0.06,,0.0012,4.5,0.0012,5,3.44,0.1875,0.09,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD180 A252 G1.2,
comflor60_normal_weight_62,comflor60_normal_weight,0.18,0.06,,0.0012,4.5,0.0012,7.5,3.44,0.1875,0.09,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD180 A252 G1.2,
comflor60_normal_weight_63,comflor60_normal_weight,0.18,0.06,,0.0012,4.5,0.0012,10,3.44,0.1875,0.09,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD180 A252 G1.2,
comflor60_normal_weight_64,comflor60_normal_weight,0.19,0.06,,0.0009,4.75,0.0009,5,2.96,0.19791667,0.095,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD190 A393 G0.9,
comflor60_normal_weight_65,comflor60_normal_weight,0.19,0.06,,0.0009,4.75,0.0009,7.5,2.96,0.19791667,0.095,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD190 A393 G0.9,
comflor60_normal_weight_66,comflor60_normal_weight,0.19,0.06,,0.0009,4.75,0.0009,10,2.96,0.19791667,0.095,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD190 A393 G0.9,
comflor60_normal_weight_67,comflor60_normal_weight,0.19,0.06,,0.0009,4.75,0.001,10,2.96,0.19791667,0.095,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD190 A393 G0.9,
comflor60_normal_weight_68,comflor60_normal_weight,0.19,0.06,,0.001,4.75,0.001,5,3.15,0.19791667,0.095,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD190 A393 G1.0,
comflor60_normal_weight_69,comflor60_normal_weight,0.19,0.06,,0.001,4.75,0.001,7.5,3.15,0.19791667,0.095,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD190 A393 G1.0,
comflor60_normal_weight_70,comflor60_normal_weight,0.19,0.06,,0.001,4.75,0.0012,10,3.15,0.19791667,0.095,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD190 A393 G1.0,
comflor60_normal_weight_71,comflor60_normal_weight,0.19,0.06,,0.0012,4.75,0.0012,5,3.37,0.19791667,0.095,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD190 A393 G1.2,
comflor60_normal_weight_72,comflor60_normal_weight,0.19,0.06,,0.0012,4.75,0.0012,7.5,3.37,0.19791667,0.095,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD190 A393 G1.2,
comflor60_normal_weight_73,comflor60_normal_weight,0.19,0.06,,0.0012,4.75,0.0009,10,3.37,0.19791667,0.095,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD190 A393 G1.2,
comflor60_normal_weight_74,comflor60_normal_weight,0.2,0.06,,0.0009,5,0.0009,5,2.9,0.20833333,0.1,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD200 A393 G0.9,
comflor60_normal_weight_75,comflor60_normal_weight,0.2,0.06,,0.0009,5,0.0009,7.5,2.9,0.20833333,0.1,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD200 A393 G0.9,
comflor60_normal_weight_76,comflor60_normal_weight,0.2,0.06,,0.0009,5,0.001,10,2.9,0.20833333,0.1,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR60 SD200 A393 G0.9,
comflor60_normal_weight_77,comflor60_normal_weight,0.2,0.06,,0.001,5,0.001,5,3.1,0.20833333,0.1,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD200 A393 G1.0,
comflor60_normal_weight_78,comflor60_normal_weight,0.2,0.06,,0.001,5,0.001,7.5,3.1,0.20833333,0.1,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD200 A393 G1.0,
comflor60_normal_weight_79,comflor60_normal_weight,0.2,0.06,,0.001,5,0.0012,10,3.1,0.20833333,0.1,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR60 SD200 A393 G1.0,
comflor60_normal_weight_80,comflor60_normal_weight,0.2,0.06,,0.0012,5,0.0012,5,3.32,0.20833333,0.1,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD200 A393 G1.2,
comflor60_normal_weight_81,comflor60_normal_weight,0.2,0.06,,0.0012,5,0.0012,7.5,3.32,0.20833333,0.1,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD200 A393 G1.2,
comflor60_normal_weight_82,comflor60_normal_weight,0.2,0.06,,0.0012,5,,10,3.32,0.20833333,0.1,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR60 SD200 A393 G1.2,
comflor60_normal_weight_83,comflor60_normal_weight,0.13,0.06,,0.0009,3.25,0.0009,5,3.4,0.13541667,0.065,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD130 A142 G0.9,
comflor60_normal_weight_84,comflor60_normal_weight,0.13,0.06,,0.0009,3.25,0.0009,7.5,3.39,0.13541667,0.065,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD130 A142 G0.9,
comflor60_normal_weight_85,comflor60_normal_weight,0.13,0.06,,0.0009,3.25,0.0009,10,3.38,0.13541667,0.065,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD130 A142 G0.9,
comflor60_normal_weight_86,comflor60_normal_weight,0.13,0.06,,0.001,3.25,0.001,5,3.58,0.13541667,0.065,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD130 A142 G1.0,
comflor60_normal_weight_87,comflor60_normal_weight,0.13,0.06,,0.001,3.25,0.001,7.5,3.57,0.13541667,0.065,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD130 A142 G1.0,
comflor60_normal_weight_88,comflor60_normal_weight,0.13,0.06,,0.001,3.25,0.001,10,3.32,0.13541667,0.065,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD130 A142 G1.0,
comflor60_normal_weight_89,comflor60_normal_weight,0.13,0.06,,0.0012,3.25,0.0012,5,3.83,0.13541667,0.065,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD130 A142 G1.2,
comflor60_normal_weight_90,comflor60_normal_weight,0.13,0.06,,0.0012,3.25,0.0012,7.5,3.82,0.13541667,0.065,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD130 A142 G1.2,
comflor60_normal_weight_91,comflor60_normal_weight,0.13,0.06,,0.0012,3.25,0.0012,10,3.19,0.13541667,0.065,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD130 A142 G1.2,
comflor60_normal_weight_92,comflor60_normal_weight,0.14,0.06,,3.5,,0.0009,5,3.32,0.14583333,0.07,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD140 A193 G0.9,
comflor60_normal_weight_93,comflor60_normal_weight,0.14,0.06,,3.5,,0.0009,7.5,3.3,0.14583333,0.07,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD140 A193 G0.9,
comflor60_normal_weight_94,comflor60_normal_weight,0.14,0.06,,3.5,,0.0009,10,3.3,0.14583333,0.07,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD140 A193 G0.9,
comflor60_normal_weight_95,comflor60_normal_weight,0.14,0.06,,3.5,,0.001,5,3.5,0.14583333,0.07,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD140 A193 G1.0,
comflor60_normal_weight_96,comflor60_normal_weight,0.14,0.06,,3.5,,0.001,7.5,3.48,0.14583333,0.07,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD140 A193 G1.0,
comflor60_normal_weight_97,comflor60_normal_weight,0.14,0.06,,3.5,,0.001,10,3.48,0.14583333,0.07,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD140 A193 G1.0,
comflor60_normal_weight_98,comflor60_normal_weight,0.14,0.06,,3.5,,0.0012,5,3.74,0.14583333,0.07,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD140 A193 G1.2,
comflor60_normal_weight_99,comflor60_normal_weight,0.14,0.06,,3.5,,0.0012,7.5,3.73,0.14583333,0.07,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD140 A193 G1.2,
comflor60_normal_weight_100,comflor60_normal_weight,0.14,0.06,,3.5,,0.0012,10,3.72,0.14583333,0.07,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD140 A193 G1.2,
comflor60_normal_weight_101,comflor60_normal_weight,0.15,0.06,,3.75,,0.0009,5,3.24,0.15625,0.075,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD150 A193 G0.9,
comflor60_normal_weight_102,comflor60_normal_weight,0.15,0.06,,3.75,,0.0009,7.5,3.23,0.15625,0.075,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD150 A193 G0.9,
comflor60_normal_weight_103,comflor60_normal_weight,0.15,0.06,,3.75,,0.0009,10,3.23,0.15625,0.075,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD150 A193 G0.9,
comflor60_normal_weight_104,comflor60_normal_weight,0.15,0.06,,3.75,,0.001,5,3.42,0.15625,0.075,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD150 A193 G1.0,
comflor60_normal_weight_105,comflor60_normal_weight,0.15,0.06,,3.75,,0.001,7.5,3.4,0.15625,0.075,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD150 A193 G1.0,
comflor60_normal_weight_106,comflor60_normal_weight,0.15,0.06,,3.75,,0.001,10,3.4,0.15625,0.075,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD150 A193 G1.0,
comflor60_normal_weight_107,comflor60_normal_weight,0.15,0.06,,3.75,,0.0012,5,3.66,0.15625,0.075,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD150 A193 G1.2,
comflor60_normal_weight_108,comflor60_normal_weight,0.15,0.06,,3.75,,0.0012,7.5,3.65,0.15625,0.075,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD150 A193 G1.2,
comflor60_normal_weight_109,comflor60_normal_weight,0.15,0.06,,3.75,,0.0012,10,3.64,0.15625,0.075,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD150 A193 G1.2,
comflor60_normal_weight_110,comflor60_normal_weight,0.16,0.06,,4,,0.0009,5,3.16,0.16666667,0.08,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD160 A252 G0.9,
comflor60_normal_weight_111,comflor60_normal_weight,0.16,0.06,,4,,0.0009,7.5,3.16,0.16666667,0.08,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD160 A252 G0.9,
comflor60_normal_weight_112,comflor60_normal_weight,0.16,0.06,,4,,0.0009,10,3.15,0.16666667,0.08,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD160 A252 G0.9,
comflor60_normal_weight_113,comflor60_normal_weight,0.16,0.06,,4,,0.001,5,3.34,0.16666667,0.08,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD160 A252 G1.0,
comflor60_normal_weight_114,comflor60_normal_weight,0.16,0.06,,4,,0.001,7.5,3.34,0.16666667,0.08,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD160 A252 G1.0,
comflor60_normal_weight_115,comflor60_normal_weight,0.16,0.06,,4,,0.001,10,3.33,0.16666667,0.08,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD160 A252 G1.0,
comflor60_normal_weight_116,comflor60_normal_weight,0.16,0.06,,4,,0.0012,5,3.58,0.16666667,0.08,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD160 A252 G1.2,
comflor60_normal_weight_117,comflor60_normal_weight,0.16,0.06,,4,,0.0012,7.5,3.57,0.16666667,0.08,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD160 A252 G1.2,
comflor60_normal_weight_118,comflor60_normal_weight,0.16,0.06,,4,,0.0012,10,3.56,0.16666667,0.08,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD160 A252 G1.2,
comflor60_normal_weight_119,comflor60_normal_weight,0.17,0.06,,4.25,,0.0009,5,3.09,0.17708333,0.085,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD170 A252 G0.9,
comflor60_normal_weight_120,comflor60_normal_weight,0.17,0.06,,4.25,,0.0009,7.5,3.09,0.17708333,0.085,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD170 A252 G0.9,
comflor60_normal_weight_121,comflor60_normal_weight,0.17,0.06,,4.25,,0.0009,10,3.09,0.17708333,0.085,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD170 A252 G0.9,
comflor60_normal_weight_122,comflor60_normal_weight,0.17,0.06,,4.25,,0.001,5,3.27,0.17708333,0.085,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD170 A252 G1.0,
comflor60_normal_weight_123,comflor60_normal_weight,0.17,0.06,,4.25,,0.001,7.5,3.27,0.17708333,0.085,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD170 A252 G1.0,
comflor60_normal_weight_124,comflor60_normal_weight,0.17,0.06,,4.25,,0.001,10,3.27,0.17708333,0.085,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD170 A252 G1.0,
comflor60_normal_weight_125,comflor60_normal_weight,0.17,0.06,,4.25,,0.0012,5,3.51,0.17708333,0.085,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD170 A252 G1.2,
comflor60_normal_weight_126,comflor60_normal_weight,0.17,0.06,,4.25,,0.0012,7.5,3.51,0.17708333,0.085,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD170 A252 G1.2,
comflor60_normal_weight_127,comflor60_normal_weight,0.17,0.06,,4.25,,0.0012,10,3.5,0.17708333,0.085,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD170 A252 G1.2,
comflor60_normal_weight_128,comflor60_normal_weight,0.18,0.06,,4.5,,0.0009,5,3.03,0.1875,0.09,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD180 A252 G0.9,
comflor60_normal_weight_129,comflor60_normal_weight,0.18,0.06,,4.5,,0.0009,7.5,3.03,0.1875,0.09,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD180 A252 G0.9,
comflor60_normal_weight_130,comflor60_normal_weight,0.18,0.06,,4.5,,0.0009,10,3.03,0.1875,0.09,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD180 A252 G0.9,
comflor60_normal_weight_131,comflor60_normal_weight,0.18,0.06,,4.5,,0.001,5,3.21,0.1875,0.09,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD180 A252 G1.0,
comflor60_normal_weight_132,comflor60_normal_weight,0.18,0.06,,4.5,,0.001,7.5,3.21,0.1875,0.09,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD180 A252 G1.0,
comflor60_normal_weight_133,comflor60_normal_weight,0.18,0.06,,4.5,,0.001,10,3.21,0.1875,0.09,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD180 A252 G1.0,
comflor60_normal_weight_134,comflor60_normal_weight,0.18,0.06,,4.5,,0.0012,5,3.44,0.1875,0.09,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD180 A252 G1.2,
comflor60_normal_weight_135,comflor60_normal_weight,0.18,0.06,,4.5,,0.0012,7.5,3.44,0.1875,0.09,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD180 A252 G1.2,
comflor60_normal_weight_136,comflor60_normal_weight,0.18,0.06,,4.5,,0.0012,10,3.44,0.1875,0.09,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD180 A252 G1.2,
comflor60_normal_weight_137,comflor60_normal_weight,0.19,0.06,,4.75,,0.0009,5,2.96,0.19791667,0.095,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD190 A393 G0.9,
comflor60_normal_weight_138,comflor60_normal_weight,0.19,0.06,,4.75,,0.0009,7.5,2.96,0.19791667,0.095,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD190 A393 G0.9,
comflor60_normal_weight_139,comflor60_normal_weight,0.19,0.06,,4.75,,0.0009,10,2.96,0.19791667,0.095,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD190 A393 G0.9,
comflor60_normal_weight_140,comflor60_normal_weight,0.19,0.06,,4.75,,0.001,5,3.15,0.19791667,0.095,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD190 A393 G1.0,
comflor60_normal_weight_141,comflor60_normal_weight,0.19,0.06,,4.75,,0.001,7.5,3.15,0.19791667,0.095,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD190 A393 G1.0,
comflor60_normal_weight_142,comflor60_normal_weight,0.19,0.06,,4.75,,0.001,10,3.15,0.19791667,0.095,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD190 A393 G1.0,
comflor60_normal_weight_143,comflor60_normal_weight,0.19,0.06,,4.75,,0.0012,5,3.37,0.19791667,0.095,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD190 A393 G1.2,
comflor60_normal_weight_144,comflor60_normal_weight,0.19,0.06,,4.75,,0.0012,7.5,3.37,0.19791667,0.095,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD190 A393 G1.2,
comflor60_normal_weight_145,comflor60_normal_weight,0.19,0.06,,4.75,,0.0012,10,3.37,0.19791667,0.095,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD190 A393 G1.2,
comflor60_normal_weight_146,comflor60_normal_weight,0.2,0.06,,5,,0.0009,5,2.9,0.20833333,0.1,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD200 A393 G0.9,
comflor60_normal_weight_147,comflor60_normal_weight,0.2,0.06,,5,,0.0009,7.5,2.9,0.20833333,0.1,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD200 A393 G0.9,
comflor60_normal_weight_148,comflor60_normal_weight,0.2,0.06,,5,,0.0009,10,2.9,0.20833333,0.1,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR90 SD200 A393 G0.9,
comflor60_normal_weight_149,comflor60_normal_weight,0.2,0.06,,5,,0.001,5,3.1,0.20833333,0.1,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD200 A393 G1.0,
comflor60_normal_weight_150,comflor60_normal_weight,0.2,0.06,,5,,0.001,7.5,3.1,0.20833333,0.1,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD200 A393 G1.0,
comflor60_normal_weight_151,comflor60_normal_weight,0.2,0.06,,5,,0.001,10,3.1,0.20833333,0.1,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR90 SD200 A393 G1.0,
comflor60_normal_weight_152,comflor60_normal_weight,0.2,0.06,,5,,0.0012,5,3.32,0.20833333,0.1,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD200 A393 G1.2,
comflor60_normal_weight_153,comflor60_normal_weight,0.2,0.06,,5,,0.0012,7.5,3.32,0.20833333,0.1,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD200 A393 G1.2,
comflor60_normal_weight_154,comflor60_normal_weight,0.2,0.06,,5,,0.0012,10,3.32,0.20833333,0.1,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR90 SD200 A393 G1.2,
comflor60_normal_weight_155,comflor60_normal_weight,0.14,0.06,,0.0009,3.5,0.0009,5,3.31,0.14583333,0.07,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR120 SD140 A193 G0.9,
comflor60_normal_weight_156,comflor60_normal_weight,0.14,0.06,,0.0009,3.5,0.0009,7.5,3.3,0.14583333,0.07,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR120 SD140 A193 G0.9,
comflor60_normal_weight_157,comflor60_normal_weight,0.14,0.06,,0.0009,3.5,0.0009,10,3.28,0.14583333,0.07,,concrete,,eu_steel_0.9,,,ComFlor60 single_continuous FR120 SD140 A193 G0.9,
comflor60_normal_weight_158,comflor60_normal_weight,0.14,0.06,,0.001,3.5,0.001,5,3.49,0.14583333,0.07,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR120 SD140 A193 G1.0,
comflor60_normal_weight_159,comflor60_normal_weight,0.14,0.06,,0.001,3.5,0.001,7.5,3.48,0.14583333,0.07,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR120 SD140 A193 G1.0,
comflor60_normal_weight_160,comflor60_normal_weight,0.14,0.06,,0.001,3.5,0.001,10,3.46,0.14583333,0.07,,concrete,,eu_steel_1.0,,,ComFlor60 single_continuous FR120 SD140 A193 G1.0,
comflor60_normal_weight_161,comflor60_normal_weight,0.14,0.06,,0.0012,3.5,0.0012,5,3.73,0.14583333,0.07,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR120 SD140 A193 G1.2,
comflor60_normal_weight_162,comflor60_normal_weight,0.14,0.06,,0.0012,3.5,0.0012,7.5,3.72,0.14583333,0.07,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR120 SD140 A193 G1.2,
comflor60_normal_weight_163,comflor60_normal_weight,0.14,0.06,,0.0012,3.5,0.0012,10,3.7,0.14583333,0.07,,concrete,,eu_steel_1.2,,,ComFlor60 single_continuous FR120 SD140 A193 G1.2,
